id,title,published,num_authors,categories,summary
2512.09309v1,A Distributed Framework for Privacy-Enhanced Vision Transformers on the Edge,2025-12-10,5,cs.DC;cs.CR;cs.CV,"Nowadays, visual intelligence tools have become ubiquitous, offering all kinds of convenience and possibilities. However, these tools have high computational requirements that exceed the capabilities of resource-constrained mobile and wearable devices. While offloading visual data to the cloud is a "
2506.06474v1,Edge-Enabled Collaborative Object Detection for Real-Time Multi-Vehicle Perception,2025-06-06,3,cs.RO;cs.AI;cs.CV;cs.MA;cs.NI,"Accurate and reliable object detection is critical for ensuring the safety and efficiency of Connected Autonomous Vehicles (CAVs). Traditional on-board perception systems have limited accuracy due to occlusions and blind spots, while cloud-based solutions introduce significant latency, making them u"
2001.09070v1,Priority-based Fair Scheduling in Edge Computing,2020-01-24,5,cs.DC;cs.NI,"Scheduling is important in Edge computing. In contrast to the Cloud, Edge resources are hardware limited and cannot support workload-driven infrastructure scaling. Hence, resource allocation and scheduling for the Edge requires a fresh perspective. Existing Edge scheduling research assumes availabil"
2407.08462v2,Distributed Deep Reinforcement Learning Based Gradient Quantization for Federated Learning Enabled Vehicle Edge Computing,2024-07-11,7,cs.LG;cs.NI,Federated Learning (FL) can protect the privacy of the vehicles in vehicle edge computing (VEC) to a certain extent through sharing the gradients of vehicles' local models instead of local data. The gradients of vehicles' local models are usually large for the vehicular artificial intelligence (AI) 
1905.10083v1,Edge Intelligence: Paving the Last Mile of Artificial Intelligence with Edge Computing,2019-05-24,6,cs.DC;cs.AI;cs.NI,"With the breakthroughs in deep learning, the recent years have witnessed a booming of artificial intelligence (AI) applications and services, spanning from personal assistant to recommendation systems to video/audio surveillance. More recently, with the proliferation of mobile computing and Internet"
2112.14706v2,Intersection focused Situation Coverage-based Verification and Validation Framework for Autonomous Vehicles Implemented in CARLA,2021-12-24,2,cs.RO;cs.AI;cs.MA;cs.SE,"Autonomous Vehicles (AVs) i.e., self-driving cars, operate in a safety critical domain, since errors in the autonomous driving software can lead to huge losses. Statistically, road intersections which are a part of the AVs operational design domain (ODD), have some of the highest accident rates. Hen"
2512.09378v2,Personalized Federated Distillation Assisted Vehicle Edge Caching Strategy,2025-12-10,6,cs.LG,Vehicle edge caching is a promising technology that can significantly reduce the latency for vehicle users (VUs) to access content by pre-caching user-interested content at edge nodes. It is crucial to accurately predict the content that VUs are interested in without exposing their privacy. Traditio
2201.05872v2,QoS-Aware Resource Placement for LEO Satellite Edge Computing,2022-01-15,2,cs.DC;cs.NI,"With the advent of large LEO satellite communication networks to provide global broadband Internet access, interest in providing edge computing resources within LEO networks has emerged. The LEO Edge promises low-latency, high-bandwidth access to compute and storage resources for a global base of cl"
2102.13477v2,B-ETS: A Trusted Blockchain-based Emissions Trading System for Vehicle-to-Vehicle Networks,2021-02-18,5,cs.MA;eess.SY,"Urban areas are negatively impacted by Carbon Dioxide (CO2 ) and Nitrogen Oxide (NOx) emissions. In order to achieve a cost-effective reduction of greenhouse gas emissions and to combat climate change, the European Union (EU) introduced an Emissions Trading System (ETS) where organizations can buy o"
2111.06318v2,Multi-agent Reinforcement Learning for Cooperative Lane Changing of Connected and Autonomous Vehicles in Mixed Traffic,2021-11-11,6,cs.LG;cs.MA,"Autonomous driving has attracted significant research interests in the past two decades as it offers many potential benefits, including releasing drivers from exhausting driving and mitigating traffic congestion, among others. Despite promising progress, lane-changing remains a great challenge for a"
2012.14713v1,Edge Computing Enabled by Unmanned Autonomous Vehicles,2020-12-29,4,cs.DC,"Pervasive applications are revolutionizing the perception that users have towards the environment. Indeed, pervasive applications perform resource intensive computations over large amounts of stream sensor data collected from multiple sources. This allows applications to provide richer and deep insi"
2105.01803v1,DeepRT: A Soft Real Time Scheduler for Computer Vision Applications on the Edge,2021-05-05,4,cs.DC;cs.CV,"The ubiquity of smartphone cameras and IoT cameras, together with the recent boom of deep learning and deep neural networks, proliferate various computer vision driven mobile and IoT applications deployed on the edge. This paper focuses on applications which make soft real time requests to perform i"
2311.09093v4,"Why Autonomous Vehicles Are Not Ready Yet: A Multi-Disciplinary Review of Problems, Attempted Solutions, and Future Directions",2023-11-15,13,cs.CV;cs.RO,"Personal autonomous vehicles are cars, trucks and bikes capable of sensing their surrounding environment, planning their route, and driving with little or no involvement of human drivers. Despite the impressive technological achievements made by the industry in recent times and the hopeful announcem"
1909.11058v1,Process migration-based computational offloading framework for IoT-supported mobile edge/cloud computing,2019-09-24,5,cs.DC;cs.NI,"Mobile devices have become an indispensable component of Internet of Things (IoT). However, these devices have resource constraints in processing capabilities, battery power, and storage space, thus hindering the execution of computation-intensive applications that often require broad bandwidth, str"
2310.05041v3,An Anomaly Behavior Analysis Framework for Securing Autonomous Vehicle Perception,2023-10-08,2,cs.RO;eess.SY,"As a rapidly growing cyber-physical platform, Autonomous Vehicles (AVs) are encountering more security challenges as their capabilities continue to expand. In recent years, adversaries are actively targeting the perception sensors of autonomous vehicles with sophisticated attacks that are not easily"
1808.05443v1,Transfer Learning and Organic Computing for Autonomous Vehicles,2018-08-16,1,cs.LG;cs.RO;stat.ML,Autonomous Vehicles(AV) are one of the brightest promises of the future which would help cut down fatalities and improve travel time while working in harmony. Autonomous vehicles will face with challenging situations and experiences not seen before. These experiences should be converted to knowledge
2405.16487v1,Dynamics Models in the Aggressive Off-Road Driving Regime,2024-05-26,6,cs.RO,"Current developments in autonomous off-road driving are steadily increasing performance through higher speeds and more challenging, unstructured environments. However, this operating regime subjects the vehicle to larger inertial effects, where consideration of higher-order states is necessary to av"
2604.21841v1,Cross-Modal Phantom: Coordinated Camera-LiDAR Spoofing Against Multi-Sensor Fusion in Autonomous Vehicles,2026-04-23,2,cs.CR,"Autonomous Vehicles (AVs) increasingly depend on Multi-Sensor Fusion (MSF) to combine complementary modalities such as cameras and LiDAR for robust perception. While this redundancy is intended to safeguard against single-sensor failures, the fusion process itself introduces a subtle and underexplor"
2406.18138v1,B-TMS: Bayesian Traversable Terrain Modeling and Segmentation Across 3D LiDAR Scans and Maps for Enhanced Off-Road Navigation,2024-06-26,10,cs.RO,"Recognizing traversable terrain from 3D point cloud data is critical, as it directly impacts the performance of autonomous navigation in off-road environments. However, existing segmentation algorithms often struggle with challenges related to changes in data distribution, environmental specificity,"
2312.14919v3,Lift-Attend-Splat: Bird's-eye-view camera-lidar fusion using transformers,2023-12-22,7,cs.CV;cs.LG,Combining complementary sensor modalities is crucial to providing robust perception for safety-critical robotics applications such as autonomous driving (AD). Recent state-of-the-art camera-lidar fusion methods for AD rely on monocular depth estimation which is a notoriously difficult task compared 
2405.13318v1,BenchNav: Simulation Platform for Benchmarking Off-road Navigation Algorithms with Probabilistic Traversability,2024-05-22,3,cs.RO,"As robotic navigation techniques in perception and planning advance, mobile robots increasingly venture into off-road environments involving complex traversability. However, selecting suitable planning methods remains a challenge due to their algorithmic diversity, as each offers unique benefits. To"
2307.00741v1,"UnLoc: A Universal Localization Method for Autonomous Vehicles using LiDAR, Radar and/or Camera Input",2023-07-03,4,cs.RO;cs.AI;cs.CV;cs.LG,Localization is a fundamental task in robotics for autonomous navigation. Existing localization methods rely on a single input data modality or train several computational models to process different modalities. This leads to stringent computational requirements and sub-optimal results that fail to 
2403.02642v1,UFO: Uncertainty-aware LiDAR-image Fusion for Off-road Semantic Terrain Map Estimation,2024-03-05,4,cs.RO;cs.CV,"Autonomous off-road navigation requires an accurate semantic understanding of the environment, often converted into a bird's-eye view (BEV) representation for various downstream tasks. While learning-based methods have shown success in generating local semantic terrain maps directly from sensor data"
2310.02532v1,ShaSTA-Fuse: Camera-LiDAR Sensor Fusion to Model Shape and Spatio-Temporal Affinities for 3D Multi-Object Tracking,2023-10-04,3,cs.CV,"3D multi-object tracking (MOT) is essential for an autonomous mobile agent to safely navigate a scene. In order to maximize the perception capabilities of the autonomous agent, we aim to develop a 3D MOT framework that fuses camera and LiDAR sensor information. Building on our prior LiDAR-only work,"
2007.05490v1,Camera-Lidar Integration: Probabilistic sensor fusion for semantic mapping,2020-07-09,4,cs.CV;cs.RO,"An automated vehicle operating in an urban environment must be able to perceive and recognise object/obstacles in a three-dimensional world while navigating in a constantly changing environment. In order to plan and execute accurate sophisticated driving maneuvers, a high-level contextual understand"
1701.04694v1,Sequential Fusion Estimation for Clustered Sensor Networks,2017-01-14,2,math.OC,"We consider multi-sensor fusion estimation for clustered sensor networks. Both sequential measurement fusion and state fusion estimation methods are presented. It is shown that the proposed sequential fusion estimation methods achieve the same performance as the batch fusion one, but are more conven"
2204.11202v1,2D LiDAR and Camera Fusion Using Motion Cues for Indoor Layout Estimation,2022-04-24,2,cs.CV,"This paper presents a novel indoor layout estimation system based on the fusion of 2D LiDAR and intensity camera data. A ground robot explores an indoor space with a single floor and vertical walls, and collects a sequence of intensity images and 2D LiDAR datasets. The LiDAR provides accurate depth "
2302.04024v1,InMyFace: Inertial and Mechanomyography-Based Sensor Fusion for Wearable Facial Activity Recognition,2023-02-08,5,cs.LG;eess.SP,"Recognizing facial activity is a well-understood (but non-trivial) computer vision problem. However, reliable solutions require a camera with a good view of the face, which is often unavailable in wearable settings. Furthermore, in wearable applications, where systems accompany users throughout thei"
2307.10519v1,Probabilistic Multimodal Depth Estimation Based on Camera-LiDAR Sensor Fusion,2023-07-20,3,cs.RO,"Multi-modal depth estimation is one of the key challenges for endowing autonomous machines with robust robotic perception capabilities. There have been outstanding advances in the development of uni-modal depth estimation techniques based on either monocular cameras, because of their rich resolution"
1909.04102v2,LIC-Fusion: LiDAR-Inertial-Camera Odometry,2019-09-09,5,cs.RO,"This paper presents a tightly-coupled multi-sensor fusion algorithm termed LiDAR-inertial-camera fusion (LIC-Fusion), which efficiently fuses IMU measurements, sparse visual features, and extracted LiDAR points. In particular, the proposed LIC-Fusion performs online spatial and temporal sensor calib"
2110.01440v4,Arithmetic Average Density Fusion -- Part I: Some Statistic and Information-theoretic Results,2021-10-01,4,math.ST;cs.IT,Finite mixture such as the Gaussian mixture is a flexible and powerful probabilistic modeling tool for representing the multimodal distribution widely involved in many estimation and learning problems. The core of it is representing the target distribution by the arithmetic average (AA) of a finite 
2106.09249v1,Invisible for both Camera and LiDAR: Security of Multi-Sensor Fusion based Perception in Autonomous Driving Under Physical-World Attacks,2021-06-17,9,cs.CR;cs.CV;cs.LG,"In Autonomous Driving (AD) systems, perception is both security and safety critical. Despite various prior studies on its security issues, all of them only consider attacks on camera- or LiDAR-based AD perception alone. However, production AD systems today predominantly adopt a Multi-Sensor Fusion ("
2311.03198v2,LCPR: A Multi-Scale Attention-Based LiDAR-Camera Fusion Network for Place Recognition,2023-11-06,4,cs.CV;cs.RO,"Place recognition is one of the most crucial modules for autonomous vehicles to identify places that were previously visited in GPS-invalid environments. Sensor fusion is considered an effective method to overcome the weaknesses of individual sensors. In recent years, multimodal place recognition fu"
2106.07098v4,Security Analysis of Camera-LiDAR Fusion Against Black-Box Attacks on Autonomous Vehicles,2021-06-13,5,cs.CR;cs.LG;eess.SY,"To enable safe and reliable decision-making, autonomous vehicles (AVs) feed sensor data to perception algorithms to understand the environment. Sensor fusion with multi-frame tracking is becoming increasingly popular for detecting 3D objects. Thus, in this work, we perform an analysis of camera-LiDA"
2508.05264v6,SGDFuse: SAM-Guided Diffusion Model for High-Fidelity Infrared and Visible Image Fusion,2025-08-07,7,cs.CV;cs.AI,"Infrared and visible image fusion (IVIF) is essential for integrating thermal saliency with textural details to support downstream perception. However, most existing approaches suffer from ""semantic blindness,"" leading to the erroneous suppression of thermal targets and the introduction of visual ar"
2310.06008v1,CoBEVFusion: Cooperative Perception with LiDAR-Camera Bird's-Eye View Fusion,2023-10-09,2,cs.CV,"Autonomous Vehicles (AVs) use multiple sensors to gather information about their surroundings. By sharing sensor data between Connected Autonomous Vehicles (CAVs), the safety and reliability of these vehicles can be improved through a concept known as cooperative perception. However, recent approach"
2401.01439v1,Off-Road LiDAR Intensity Based Semantic Segmentation,2024-01-02,4,cs.CV;cs.RO,"LiDAR is used in autonomous driving to provide 3D spatial information and enable accurate perception in off-road environments, aiding in obstacle detection, mapping, and path planning. Learning-based LiDAR semantic segmentation utilizes machine learning techniques to automatically classify objects a"
2409.12034v2,Multi-Sensor Deep Learning for Glacier Mapping,2024-09-18,4,cs.CV;eess.IV,"The more than 200,000 glaciers outside the ice sheets play a crucial role in our society by influencing sea-level rise, water resource management, natural hazards, biodiversity, and tourism. However, only a fraction of these glaciers benefit from consistent and detailed in-situ observations that all"
2308.14414v1,INF: Implicit Neural Fusion for LiDAR and Camera,2023-08-28,6,cs.CV,"Sensor fusion has become a popular topic in robotics. However, conventional fusion methods encounter many difficulties, such as data representation differences, sensor variations, and extrinsic calibration. For example, the calibration methods used for LiDAR-camera fusion often require manual operat"
2108.07511v1,LIF-Seg: LiDAR and Camera Image Fusion for 3D LiDAR Semantic Segmentation,2021-08-17,6,cs.CV,"Camera and 3D LiDAR sensors have become indispensable devices in modern autonomous driving vehicles, where the camera provides the fine-grained texture, color information in 2D space and LiDAR captures more precise and farther-away distance measurements of the surrounding environments. The complemen"
2603.25777v2,Challenges and opportunities for AI to help deliver fusion energy,2026-03-26,8,physics.plasm-ph;cs.AI,"There is great potential for the application of AI tools in fusion research, and substantial worldwide benefit if fusion power is realised. However, using AI comes with its own challenges, many of which can be mitigated if responsible and robust methodologies are built into existing approaches. To d"
2212.04675v1,SemanticBEVFusion: Rethink LiDAR-Camera Fusion in Unified Bird's-Eye View Representation for 3D Object Detection,2022-12-09,3,cs.CV,"LiDAR and camera are two essential sensors for 3D object detection in autonomous driving. LiDAR provides accurate and reliable 3D geometry information while the camera provides rich texture with color. Despite the increasing popularity of fusing these two complementary sensors, the challenge remains"
2304.00837v1,Disorder-invariant Implicit Neural Representation,2023-04-03,9,cs.CV;eess.SP,"Implicit neural representation (INR) characterizes the attributes of a signal as a function of corresponding coordinates which emerges as a sharp weapon for solving inverse problems. However, the expressive power of INR is limited by the spectral bias in the network training. In this paper, we find "
2407.19434v1,FINER++: Building a Family of Variable-periodic Functions for Activating Implicit Neural Representation,2024-07-28,8,cs.CV,"Implicit Neural Representation (INR), which utilizes a neural network to map coordinate inputs to corresponding attributes, is causing a revolution in the field of signal processing. However, current INR techniques suffer from the ""frequency""-specified spectral bias and capacity-convergence gap, res"
2502.13777v3,Herglotz-NET: Implicit Neural Representation of Spherical Data with Harmonic Positional Encoding,2025-02-19,4,cs.LG;eess.SP,"Representing and processing data in spherical domains presents unique challenges, primarily due to the curvature of the domain, which complicates the application of classical Euclidean techniques. Implicit neural representations (INRs) have emerged as a promising alternative for high-fidelity data r"
2207.02363v1,SNeRF: Stylized Neural Implicit Representations for 3D Scenes,2022-07-05,3,cs.CV,"This paper presents a stylized novel view synthesis method. Applying state-of-the-art stylization methods to novel views frame by frame often causes jittering artifacts due to the lack of cross-view consistency. Therefore, this paper investigates 3D scene stylization that provides a strong inductive"
2312.16170v1,EmbodiedScan: A Holistic Multi-Modal 3D Perception Suite Towards Embodied AI,2023-12-26,14,cs.CV;cs.AI;cs.RO,"In the realm of computer vision and robotics, embodied agents are expected to explore their environment and carry out human instructions. This necessitates the ability to fully understand 3D scenes given their first-person observations and contextualize them into language for interaction. However, t"
2604.03296v1,3D-IDE: 3D Implicit Depth Emergent,2026-03-28,5,cs.CV;cs.AI,"Leveraging 3D information within Multimodal Large Language Models (MLLMs) has recently shown significant advantages for indoor scene understanding. However, existing methods, including those using explicit ground-truth 3D positional encoding and those grafting external 3D foundation models for impli"
2010.13938v1,Neural Unsigned Distance Fields for Implicit Function Learning,2020-10-26,3,cs.CV;cs.LG,"In this work we target a learnable output representation that allows continuous, high resolution outputs of arbitrary shape. Recent works represent 3D surfaces implicitly with a Neural Network, thereby breaking previous barriers in resolution, and ability to represent diverse topologies. However, ne"
1101.2456v3,Polynomial representations and categorifications of Fock Space,2011-01-12,2,math.RT;math.CT,"The rings of symmetric polynomials form an inverse system whose limit, the ring of symmetric functions, is the model for the bosonic Fock space representation of the affine Lie algebra. We categorify this construction by considering an inverse limit of categories of polynomial representation of gene"
2401.14861v1,Implicit Neural Representation for Physics-driven Actuated Soft Bodies,2024-01-26,6,cs.CV;cs.GR,"Active soft bodies can affect their shape through an internal actuation mechanism that induces a deformation. Similar to recent work, this paper utilizes a differentiable, quasi-static, and physics-based simulation layer to optimize for actuation signals parameterized by neural networks. Our key con"
2107.04004v2,3D Neural Scene Representations for Visuomotor Control,2021-07-08,5,cs.RO;cs.CV;cs.LG,"Humans have a strong intuitive understanding of the 3D environment around us. The mental model of the physics in our brain applies to objects of different materials and enables us to perform a wide range of manipulation tasks that are far beyond the reach of current robots. In this work, we desire t"
0711.0795v4,Finite-Dimensional Representations of Hyper Loop Algebras Over Non-Algebraically Closed Fields,2007-11-06,2,math.RT;math.AG,"We study finite-dimensional representations of hyper loop algebras over non-algebraically closed fields. The main results concern the classification of the irreducible representations, the construction of the Weyl modules, base change, tensor products of irreducible and Weyl modules, and the block d"
2110.15678v3,A Shading-Guided Generative Implicit Model for Shape-Accurate 3D-Aware Image Synthesis,2021-10-29,5,cs.CV,"The advancement of generative radiance fields has pushed the boundary of 3D-aware image synthesis. Motivated by the observation that a 3D object should look realistic from multiple viewpoints, these methods introduce a multi-view constraint as regularization to learn valid 3D radiance fields from 2D"
0402188v5,Structures and Representations of Generalized Path Algebras,2004-02-12,2,math.RA;math.RT,It is shown that an algebra $Λ$ can be lifted with nilpotent Jacobson radical $r = r(Λ)$ and has a generalized matrix unit $\{e_{ii}\}_I$ with each $\bar e_{ii} $ in the center of $\bar Λ= Λ/r$ iff $Λ$ is isomorphic to a generalized path algebra with weak relations. Representations of the generalize
1005.0140v4,Representations of hom-Lie algebras,2010-05-02,1,math-ph;math.RA;math.RT,"In this paper, we study representations of hom-Lie algebras. In particular, the adjoint representation and the trivial representation of hom-Lie algebras are studied in detail. Derivations, deformations, central extensions and derivation extensions of hom-Lie algebras are also studied as an applicat"
2306.03576v1,Human 3D Avatar Modeling with Implicit Neural Representation: A Brief Survey,2023-06-06,7,cs.CV,"A human 3D avatar is one of the important elements in the metaverse, and the modeling effect directly affects people's visual experience. However, the human body has a complex topology and diverse details, so it is often expensive, time-consuming, and laborious to build a satisfactory model. Recent "
1603.02493v4,Clifford theory for glider representations,2016-03-08,2,math.RT,"Classical Clifford theory studies the decomposition of simple $G$-modules into simple $H$-modules for some normal subgroup $H \triangleleft G$. In this paper we deal with chains of normal subgroups $1 \triangleleft G_1 \triangleleft \cdots \triangleleft G_d =G$, which allow to consider fragments and"
2207.10985v2,NeurAR: Neural Uncertainty for Autonomous 3D Reconstruction with Implicit Neural Representations,2022-07-22,8,cs.CV,"Implicit neural representations have shown compelling results in offline 3D reconstruction and also recently demonstrated the potential for online SLAM systems. However, applying them to autonomous 3D reconstruction, where a robot is required to explore a scene and plan a view path for the reconstru"
1912.06126v2,Local Deep Implicit Functions for 3D Shape,2019-12-12,5,cs.CV;cs.GR,"The goal of this project is to learn a 3D shape representation that enables accurate surface reconstruction, compact storage, efficient computation, consistency for similar shapes, generalization across diverse shape categories, and inference from depth camera observations. Towards this end, we intr"
2210.08772v3,Signal Processing for Implicit Neural Representations,2022-10-17,5,cs.CV,"Implicit Neural Representations (INRs) encoding continuous multi-media data via multi-layer perceptrons has shown undebatable promise in various computer vision tasks. Despite many successful applications, editing and processing an INR remains intractable as signals are represented by latent paramet"
2301.04695v1,Learning Continuous Mesh Representation with Spherical Implicit Surface,2023-01-11,1,cs.CV,"As the most common representation for 3D shapes, mesh is often stored discretely with arrays of vertices and faces. However, 3D shapes in the real world are presented continuously. In this paper, we propose to learn a continuous representation for meshes with fixed topology, a common and practical s"
2601.01746v1,Point-SRA: Self-Representation Alignment for 3D Representation Learning,2026-01-05,5,cs.CV,"Masked autoencoders (MAE) have become a dominant paradigm in 3D representation learning, setting new performance benchmarks across various downstream tasks. Existing methods with fixed mask ratio neglect multi-level representational correlations and intrinsic geometric structures, while relying on p"
2511.14742v1,A Neural Field-Based Approach for View Computation & Data Exploration in 3D Urban Environments,2025-11-18,5,cs.CV;cs.GR,"Despite the growing availability of 3D urban datasets, extracting insights remains challenging due to computational bottlenecks and the complexity of interacting with data. In fact, the intricate geometry of 3D urban environments results in high degrees of occlusion and requires extensive manual vie"
2210.11170v2,Coordinates Are NOT Lonely -- Codebook Prior Helps Implicit Neural 3D Representations,2022-10-20,6,cs.CV,"Implicit neural 3D representation has achieved impressive results in surface or scene reconstruction and novel view synthesis, which typically uses the coordinate-based multi-layer perceptrons (MLPs) to learn a continuous scene representation. However, existing approaches, such as Neural Radiance Fi"
2306.12957v1,Siamese SIREN: Audio Compression with Implicit Neural Representations,2023-06-22,2,cs.SD;cs.AI;cs.LG;eess.AS,"Implicit Neural Representations (INRs) have emerged as a promising method for representing diverse data modalities, including 3D shapes, images, and audio. While recent research has demonstrated successful applications of INRs in image and 3D shape compression, their potential for audio compression "
2304.10250v1,Revisiting Implicit Neural Representations in Low-Level Vision,2023-04-20,2,cs.CV,"Implicit Neural Representation (INR) has been emerging in computer vision in recent years. It has been shown to be effective in parameterising continuous signals such as dense 3D models from discrete image data, e.g. the neural radius field (NeRF). However, INR is under-explored in 2D image processi"
2602.17556v1,Neural Implicit Representations for 3D Synthetic Aperture Radar Imaging,2026-02-19,2,eess.SP;cs.CV,"Synthetic aperture radar (SAR) is a tomographic sensor that measures 2D slices of the 3D spatial Fourier transform of the scene. In many operational scenarios, the measured set of 2D slices does not fill the 3D space in the Fourier domain, resulting in significant artifacts in the reconstructed imag"
2103.02597v2,Neural 3D Video Synthesis from Multi-view Video,2021-03-03,11,cs.CV;cs.GR,"We propose a novel approach for 3D video synthesis that is able to represent multi-view video recordings of a dynamic real-world scene in a compact, yet expressive representation that enables high-quality view synthesis and motion interpolation. Our approach takes the high quality and compactness of"
1909.10225v1,WiCV 2019: The Sixth Women In Computer Vision Workshop,2019-09-23,6,cs.CV,"In this paper we present the Women in Computer Vision Workshop - WiCV 2019, organized in conjunction with CVPR 2019. This event is meant for increasing the visibility and inclusion of women researchers in the computer vision field. Computer vision and machine learning have made incredible progress o"
2205.04675v2,Spatial Monitoring and Insect Behavioural Analysis Using Computer Vision for Precision Pollination,2022-05-10,5,cs.CV;q-bio.QM,Insects are the most important global pollinator of crops and play a key role in maintaining the sustainability of natural ecosystems. Insect pollination monitoring and management are therefore essential for improving crop production and food security. Computer vision facilitated pollinator monitori
1402.0859v3,The Informed Sampler: A Discriminative Approach to Bayesian Inference in Generative Computer Vision Models,2014-02-04,4,cs.CV;cs.LG;stat.ML,"Computer vision is hard because of a large variability in lighting, shape, and texture; in addition the image signal is non-additive due to occlusion. Generative models promised to account for this variability by accurately modelling the image formation process as a function of latent variables with"
2010.01177v4,Global Adaptive Filtering Layer for Computer Vision,2020-10-02,3,eess.IV;cs.CV,"We devise a universal adaptive neural layer to ""learn"" optimal frequency filter for each image together with the weights of the base neural network that performs some computer vision task. The proposed approach takes the source image in the spatial domain, automatically selects the best frequencies "
2107.14072v2,"What Does TERRA-REF's High Resolution, Multi Sensor Plant Sensing Public Domain Data Offer the Computer Vision Community?",2021-07-29,6,cs.CV;cs.LG,"A core objective of the TERRA-REF project was to generate an open-access reference dataset for the evaluation of sensing technologies to study plants under field conditions. The TERRA-REF program deployed a suite of high-resolution, cutting edge technology sensors on a gantry system with the aim of "
1806.07996v1,Novel Convolution Kernels for Computer Vision and Shape Analysis based on Electromagnetism,2018-06-20,4,cs.CV,"Computer vision is a growing field with a lot of new applications in automation and robotics, since it allows the analysis of images and shapes for the generation of numerical or analytical information. One of the most used method of information extraction is image filtering through convolution kern"
1002.2191v1,Vision Based Game Development Using Human Computer Interaction,2010-02-10,3,cs.HC;cs.CV;cs.MM,A Human Computer Interface (HCI) System for playing games is designed here for more natural communication with the machines. The system presented here is a vision-based system for detection of long voluntary eye blinks and interpretation of blink patterns for communication between man and machine. T
1611.02145v1,Crowdsourcing in Computer Vision,2016-11-07,4,cs.CV;cs.HC,"Computer vision systems require large amounts of manually annotated data to properly learn challenging visual concepts. Crowdsourcing platforms offer an inexpensive method to capture human knowledge and understanding, for a vast number of visual perception tasks. In this survey, we describe the type"
2305.15349v4,On the Convergence of Black-Box Variational Inference,2023-05-24,5,cs.LG;eess.SP;math.OC;stat.CO;stat.ML,"We provide the first convergence guarantee for full black-box variational inference (BBVI), also known as Monte Carlo variational inference. While preliminary investigations worked on simplified versions of BBVI (e.g., bounded domain, bounded support, only optimizing for the scale, and such), our se"
2111.11066v1,FedCV: A Federated Learning Framework for Diverse Computer Vision Tasks,2021-11-22,10,cs.CV;cs.AI;cs.LG,"Federated Learning (FL) is a distributed learning paradigm that can learn a global or personalized model from decentralized datasets on edge devices. However, in the computer vision domain, model performance in FL is far behind centralized training due to the lack of exploration in diverse tasks wit"
1310.0319v3,Second Croatian Computer Vision Workshop (CCVW 2013),2013-10-01,2,cs.CV,"Proceedings of the Second Croatian Computer Vision Workshop (CCVW 2013, http://www.fer.unizg.hr/crv/ccvw2013) held September 19, 2013, in Zagreb, Croatia. Workshop was organized by the Center of Excellence for Computer Vision of the University of Zagreb."
1910.13796v1,Deep Learning vs. Traditional Computer Vision,2019-10-30,8,cs.CV;cs.LG,"Deep Learning has pushed the limits of what was possible in the domain of Digital Image Processing. However, that is not to say that the traditional computer vision techniques which had been undergoing progressive development in years prior to the rise of DL have become obsolete. This paper will ana"
1409.1484v3,The Evolution of First Person Vision Methods: A Survey,2014-09-04,4,cs.CV,"The emergence of new wearable technologies such as action cameras and smart-glasses has increased the interest of computer vision scientists in the First Person perspective. Nowadays, this field is attracting attention and investments of companies aiming to develop commercial devices with First Pers"
2506.16262v2,"R3eVision: A Survey on Robust Rendering, Restoration, and Enhancement for 3D Low-Level Vision",2025-06-19,5,cs.CV,"Neural rendering methods such as Neural Radiance Fields (NeRF) and 3D Gaussian Splatting (3DGS) have achieved significant progress in photorealistic 3D scene reconstruction and novel view synthesis. However, most existing models assume clean and high-resolution (HR) multi-view inputs, which limits t"
1507.04505v1,On the Convergence of Stochastic Variational Inference in Bayesian Networks,2015-07-16,1,stat.ML,"We highlight a pitfall when applying stochastic variational inference to general Bayesian networks. For global random variables approximated by an exponential family distribution, natural gradient steps, commonly starting from a unit length step size, are averaged to convergence. This useful insight"
2207.00291v2,A Comparative Study of Graph Matching Algorithms in Computer Vision,2022-07-01,8,cs.CV;math.OC,"The graph matching optimization problem is an essential component for many tasks in computer vision, such as bringing two deformable objects in correspondence. Naturally, a wide range of applicable algorithms have been proposed in the last decades. Since a common standard benchmark has not been deve"
1910.04102v4,Validated Variational Inference via Practical Posterior Error Bounds,2019-10-09,4,stat.ML;cs.LG;math.ST;stat.ME,"Variational inference has become an increasingly attractive fast alternative to Markov chain Monte Carlo methods for approximate Bayesian inference. However, a major obstacle to the widespread use of variational methods is the lack of post-hoc accuracy measures that are both theoretically justified "
1905.12487v1,Food for thought: Ethical considerations of user trust in computer vision,2019-05-29,3,cs.CY;cs.CV;cs.HC,"In computer vision research, especially when novel applications of tools are developed, ethical implications around user perceptions of trust in the underlying technology should be considered and supported. Here, we describe an example of the incorporation of such considerations within the long-term"
1708.05869v2,Sim4CV: A Photo-Realistic Simulator for Computer Vision Applications,2017-08-19,5,cs.CV,"We present a photo-realistic training and evaluation simulator (Sim4CV) with extensive applications across various fields of computer vision. Built on top of the Unreal Engine, the simulator integrates full featured physics based cars, unmanned aerial vehicles (UAVs), and animated human actors in di"
2406.00239v1,A Review of Pulse-Coupled Neural Network Applications in Computer Vision and Image Processing,2024-06-01,2,cs.CV;cs.LG;cs.NE,"Research in neural models inspired by mammal's visual cortex has led to many spiking neural networks such as pulse-coupled neural networks (PCNNs). These models are oscillating, spatio-temporal models stimulated with images to produce several time-based responses. This paper reviews PCNN's state of "
